,Stability,Method
404,1350.7156982421875,shap
405,820.400390625,shap
406,19141.412109375,shap
407,2731.864501953125,shap
408,3760.080810546875,shap
409,1402.6937255859375,shap
410,6573.2333984375,shap
411,2991.3720703125,shap
412,3503.341552734375,shap
413,882.0603637695312,shap
414,727.997802734375,shap
415,2041.17626953125,shap
416,3142.712646484375,shap
417,10069.2490234375,shap
418,10465.6376953125,shap
419,851.4208984375,shap
420,15406.1474609375,shap
421,5649.0439453125,shap
422,86729.1171875,shap
423,1616.6689453125,shap
424,4333.7265625,shap
425,1385.031982421875,shap
426,3100.227783203125,shap
427,3676.97802734375,shap
428,3548.470703125,shap
429,3338.195068359375,shap
430,5248.8203125,shap
431,1426.1014404296875,shap
432,8647.7880859375,shap
433,373.48724365234375,shap
434,16840.294921875,shap
435,4192.83349609375,shap
436,12868.0986328125,shap
437,253.32666015625,shap
438,3733.829833984375,shap
439,1357.4473876953125,shap
440,5024.33642578125,shap
441,8529.5908203125,shap
442,651.7986450195312,shap
443,5825.4541015625,shap
444,129793.859375,shap
445,6814.513671875,shap
446,2652.171875,shap
447,11427.5615234375,shap
448,11396.955078125,shap
449,6086.857421875,shap
450,24490.10546875,shap
451,6204.80908203125,shap
452,8255.787109375,shap
453,2421.505126953125,shap
454,2424.84521484375,shap
455,2177.241943359375,shap
456,7199.8134765625,shap
457,15345.833984375,shap
458,3751.611083984375,shap
459,1938.7349853515625,shap
460,6553.587890625,shap
461,1636.4173583984375,shap
462,7444.44091796875,shap
463,1830.21337890625,shap
464,8156.65966796875,shap
465,580.1614379882812,shap
466,958.1578979492188,shap
467,6718.31689453125,shap
468,1318.4696044921875,shap
469,806.3799438476562,shap
470,27478.185546875,shap
471,2093.330810546875,shap
472,20898.69140625,shap
473,2004.843994140625,shap
474,9845.5859375,shap
475,1713.76171875,shap
476,4902.83154296875,shap
477,6138.04541015625,shap
478,3442.264404296875,shap
479,2209.84619140625,shap
480,4850.21044921875,shap
481,2136.443359375,shap
482,1782.7742919921875,shap
483,16032.12109375,shap
484,448.99420166015625,shap
485,18647.103515625,shap
486,20269.630859375,shap
487,932.300537109375,shap
488,1301.4786376953125,shap
489,31341.935546875,shap
490,9781.7578125,shap
491,6294.0087890625,shap
492,2612.24169921875,shap
493,415.9200744628906,shap
494,41479.69921875,shap
495,734.8653564453125,shap
496,5449.20751953125,shap
497,2699.38330078125,shap
498,3506.706298828125,shap
499,7532.13916015625,shap
500,2686.02490234375,lime005
501,2643.9384765625,lime005
502,640.6922607421875,lime005
503,4772.24462890625,lime005
504,2816.438720703125,lime005
505,1041.9501953125,lime005
506,6990.4990234375,lime005
507,8518.509765625,lime005
508,5006.68994140625,lime005
509,974.0036010742188,lime005
510,4254.89404296875,lime005
511,2004.67138671875,lime005
512,4703.02001953125,lime005
513,1589.7894287109375,lime005
514,812.2102661132812,lime005
515,972.8904418945312,lime005
516,5495.13525390625,lime005
517,5490.7919921875,lime005
518,42663.12890625,lime005
519,654.3212890625,lime005
520,10713.658203125,lime005
521,2072.427734375,lime005
522,32904.828125,lime005
523,918.2288208007812,lime005
524,3131.657470703125,lime005
525,1001.9166259765625,lime005
526,729.6912841796875,lime005
527,2110.13671875,lime005
528,1479.271240234375,lime005
529,1119.2855224609375,lime005
530,6736.9130859375,lime005
531,1556.1473388671875,lime005
532,10276.970703125,lime005
533,670.9981079101562,lime005
534,4179.65478515625,lime005
535,4173.93017578125,lime005
536,5772.81494140625,lime005
537,779.4597778320312,lime005
538,1565.2955322265625,lime005
539,1216.9747314453125,lime005
540,4533.88525390625,lime005
541,4239.466796875,lime005
542,493.3515625,lime005
543,6002.22607421875,lime005
544,109540.046875,lime005
545,5963.71875,lime005
546,3356.980712890625,lime005
547,8522.3212890625,lime005
548,6220.24658203125,lime005
549,4004.74755859375,lime005
550,40281.6875,lime005
551,1273.5528564453125,lime005
552,2721.589599609375,lime005
553,1092.11083984375,lime005
554,4490.83837890625,lime005
555,1257.31298828125,lime005
556,12021.7294921875,lime005
557,6329.15576171875,lime005
558,2163.927734375,lime005
559,2118.314453125,lime005
560,3325.374267578125,lime005
561,1048.3548583984375,lime005
562,3993.855712890625,lime005
563,1854.2513427734375,lime005
564,6640.560546875,lime005
565,656.6712646484375,lime005
566,1179.78466796875,lime005
567,1306.7451171875,lime005
568,3175.362060546875,lime005
569,1878.443359375,lime005
570,11797.3955078125,lime005
571,1720.3330078125,lime005
572,10002.0322265625,lime005
573,2582.1767578125,lime005
574,2142.1337890625,lime005
575,2639.451904296875,lime005
576,6002.23095703125,lime005
577,16919.146484375,lime005
578,4423.79296875,lime005
579,783.0775146484375,lime005
580,2772.95556640625,lime005
581,2120.470947265625,lime005
582,2798.015380859375,lime005
583,5817.68798828125,lime005
584,577.3706665039062,lime005
585,10162.486328125,lime005
586,13593.16015625,lime005
587,670.1067504882812,lime005
588,492.28240966796875,lime005
589,12811.3134765625,lime005
590,5785.13720703125,lime005
591,5465.203125,lime005
592,4075.5732421875,lime005
593,1606.9683837890625,lime005
594,34093.12109375,lime005
595,848.6638793945312,lime005
596,6353.42919921875,lime005
597,1425.0167236328125,lime005
598,9119.02734375,lime005
599,11010.2080078125,lime005
600,59083.8828125,control
601,304229.59375,control
602,31599.640625,control
603,365091.21875,control
604,296264.5625,control
605,317296.1875,control
606,721616.0625,control
607,564549.75,control
608,646877.375,control
609,42526.890625,control
610,1368820.875,control
611,68550.40625,control
612,520109.59375,control
613,395644.84375,control
614,103895.140625,control
615,119639.7890625,control
616,381284.9375,control
617,576122.125,control
618,4262594.0,control
619,44425.5234375,control
620,1405541.625,control
621,567875.6875,control
622,4321990.0,control
623,180881.515625,control
624,364460.21875,control
625,144941.375,control
626,113664.3515625,control
627,567730.9375,control
628,142811.640625,control
629,155485.21875,control
630,1064412.875,control
631,190806.6875,control
632,1265167.625,control
633,84512.0234375,control
634,629813.6875,control
635,680564.4375,control
636,930476.4375,control
637,37074.51953125,control
638,244450.9375,control
639,113510.2265625,control
640,259052.078125,control
641,442279.5625,control
642,26339.142578125,control
643,348302.9375,control
644,9650127.0,control
645,595992.1875,control
646,189004.1875,control
647,863936.5,control
648,731193.5,control
649,417163.3125,control
650,5440456.0,control
651,226083.875,control
652,132811.875,control
653,166610.671875,control
654,634488.125,control
655,140439.46875,control
656,764164.3125,control
657,691595.625,control
658,127126.40625,control
659,197343.171875,control
660,236899.578125,control
661,227794.8125,control
662,342159.78125,control
663,212034.078125,control
664,1528495.0,control
665,125169.375,control
666,144051.421875,control
667,2204.0634765625,control
668,662944.1875,control
669,296257.65625,control
670,874377.5625,control
671,198610.921875,control
672,720098.625,control
673,44777.88671875,control
674,305954.40625,control
675,319061.0,control
676,983490.375,control
677,1614699.25,control
678,355345.15625,control
679,127817.4609375,control
680,401136.96875,control
681,131051.84375,control
682,212221.015625,control
683,324650.0625,control
684,62656.07421875,control
685,2533640.25,control
686,1388260.625,control
687,52753.2890625,control
688,70604.765625,control
689,122849.015625,control
690,451571.0,control
691,567009.125,control
692,465010.65625,control
693,164381.109375,control
694,1488007.375,control
695,182796.359375,control
696,602256.1875,control
697,150121.8125,control
698,1014223.8125,control
699,987118.125,control
